id,created_at,number of likes,number of re,text 
1117190106216042497,2019-04-13 22:17:32,6,0,@CSandJL That is wonderful to hear! Can you provide us with the address of the restaurant you visited? We'd love to… https://t.co/ylPWjzDuXs
1117188342263709696,2019-04-13 22:10:31,1,0,"@BihCasey We're disappointed to hear this. Please DM us with the exact location of your visit, along with your numb… https://t.co/MQF7ob0O0f"
1117188232360398848,2019-04-13 22:10:05,1,0,"@f_jimenez15 DM us, we would like to gather some additional details about your visit."
1117185249048449024,2019-04-13 21:58:14,1,0,@taylorrr_20 That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1117185081381199872,2019-04-13 21:57:34,1,0,@normalrated This isn't the service we expect. Please DM us your contact info so we can look into this further.
1117182446112522240,2019-04-13 21:47:06,1,0,@ShahnikaW That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1117179935507001346,2019-04-13 21:37:07,2,0,"@JHStY We're disappointed to hear this. Please DM us with the exact location of your visit, along with your number or email."
1117170300209250305,2019-04-13 20:58:50,1,0,@Raheem_Martin That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1117169497792831489,2019-04-13 20:55:38,1,0,@adamstorm_ We're disappointed to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1117169152781897728,2019-04-13 20:54:16,1,0,@musicfiendME Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1117152194992791554,2019-04-13 19:46:53,5,0,@DStan58 That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1117151435723018241,2019-04-13 19:43:52,5,0,@Keycha62092588 Thank you  for contacting us regarding this!  We appreciate your opinion and  will pass on your fee… https://t.co/0V8hutvIuC
1117150766953840640,2019-04-13 19:41:13,2,0,@djmizu That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1117150631880425478,2019-04-13 19:40:40,3,0,@AlexisDupuis1 That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1117140587294142464,2019-04-13 19:00:46,2,0,@sarahchmura That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1117134521487560704,2019-04-13 18:36:39,3,0,@bradgoeslow Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1117126545938755584,2019-04-13 18:04:58,1,0,@Mia0409 We're sorry to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1117122946881990658,2019-04-13 17:50:40,1,0,@dmag01 That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1117118795926077441,2019-04-13 17:34:10,1,0,"@DamonWolfshire DM us, we would like to gather some additional details about your visit."
1117117041536897025,2019-04-13 17:27:12,0,0,@jeffgonder That's not okay! Please DM us your phone # so we can look into this. Thanks!
1117115893597782017,2019-04-13 17:22:38,3,0,"@MizCilla Always 😎 Do you have our app? If so, DM us your email so we can push you an offer for a burger (You can e… https://t.co/fdzr8xIq4B"
1117105053142327296,2019-04-13 16:39:34,6,0,"@IOWASTARR Hey J Starr, thanks for letting us know about your great experience with Joseph! We've notified the mana… https://t.co/lDf9J3hyki"
1117099573426688001,2019-04-13 16:17:47,2,0,"@alkowsings Hi Mandy, that’s not the quality we expect from our restaurants. Can you DM us the full address of your… https://t.co/SLIp1Q1wD1"
1117098183866421248,2019-04-13 16:12:16,4,0,"@toteschanel We'll be waiting! Have you downloaded our app? If you have, DM us your email so we can send some offers your way 😎"
1117094956856946694,2019-04-13 15:59:26,1,0,"@beautifuldollny This isn’t the quality we’d expect. Please DM us with info on this location, along with your numbe… https://t.co/RWMtFMEKlR"
1117094044314820609,2019-04-13 15:55:49,1,0,@jennitweeters We're sorry to hear that! Please DM us the restaurant location and your phone # so we can look into this further. Thanks!
1117092941221244935,2019-04-13 15:51:26,1,0,@THEREALDJMILLZ That's not okay! Please DM us your phone # so we can look into this. Thanks!
1117090020727369728,2019-04-13 15:39:50,0,0,@coreywrestling This isn't the service we expect. Please DM us with the location and your contact info so we can look into this further.
1117089000123195392,2019-04-13 15:35:46,1,0,@nxfertiti_ Thank you so much for contacting us regarding this! We will pass on your feedback to our marketing and… https://t.co/XDyYdqcuqV
1117088622447091712,2019-04-13 15:34:16,4,0,@alunae_ Thank you so much for contacting us regarding this! We will pass on your feedback to our marketing and Res… https://t.co/j7MtDFpN4r
1117082352851853313,2019-04-13 15:09:21,0,0,@benbenman__ That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1117073640414154753,2019-04-13 14:34:44,0,0,@ejkoolkid13 This isn't the service we expect. Please DM us with the location and your contact info so we can look into this further.
1117073407764500483,2019-04-13 14:33:49,1,0,@lacieelykinss That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1117073102394068997,2019-04-13 14:32:36,0,0,@KaleighStickell We're sorry to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1117072260685344769,2019-04-13 14:29:15,6,0,@audreyybbrownn Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1117049977853837312,2019-04-13 13:00:43,5,0,"@Drizzie145 Hello! The date on the package is the date of manufacture, not expiration. These are good to eat!"
1117043166081896449,2019-04-13 12:33:39,2,0,"@Disneyguy2 We got you! Do you have our app yet? If you do, DM us your email address so we can push you some offers 😎"
1116881233911398400,2019-04-13 01:50:11,0,0,@markuscanada We're disappointed to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116872473268686849,2019-04-13 01:15:22,3,0,"@WakelessAudio This isn’t the quality we expect. Please DM us with info on this location, along with your number, a… https://t.co/z8vd94kZmu"
1116868475472044032,2019-04-13 00:59:29,2,0,@viktoriyarigh That is wonderful to hear! Can you provide us with the address of the restaurant you visited? We'd l… https://t.co/83N7YdzRe6
1116865643003904001,2019-04-13 00:48:14,2,0,@Stretchedwiener That's not okay! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116864715660111872,2019-04-13 00:44:33,1,0,@Reel_Reed We're disappointed to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116829014583332864,2019-04-12 22:22:41,4,0,"@FlagzTV We'll be waiting! Have you downloaded our app? if you have, DM us your email address so we can push you an… https://t.co/H4LqyEwhHT"
1116823924006903809,2019-04-12 22:02:27,3,0,@cydyr Oh no! Please DM us your phone # so we can make this right. Thanks!
1116816538185732096,2019-04-12 21:33:06,5,0,@dwyatt461 We forgive you! Have you downloaded our mobile app? We'd love to push an offer your way. Just DM us your email address!
1116809235969527808,2019-04-12 21:04:05,24,1,"@cIydoris That's not our bun. Sorry, wrong number."
1116807569933250560,2019-04-12 20:57:28,0,0,"@cIydoris That’s not the quality we expect from our restaurants. Can you DM us the address of your visit, along wit… https://t.co/Rim96Y8ncD"
1116807360809455617,2019-04-12 20:56:38,6,0,@esmieeorozco We certainly don’t like to see that. Which location did you visit? Can you DM us your phone number or… https://t.co/LQ6H6UIOc2
1116790180042514434,2019-04-12 19:48:22,13,0,@stacykainer That's tight. I'm your teacher now. You get an A.
1116789244805169152,2019-04-12 19:44:39,6,0,@OnAirKatie We are always open to customer feedback on our products.  I will pass that on to our Research and Development department.
1116787723271012352,2019-04-12 19:38:36,35,2,@ayyyys760 Sometimes yeah
1116787602236030977,2019-04-12 19:38:07,3,0,@_meanassni Thank you so much for contacting us regarding this! I will pass on your feedback to our Research and Development department.
1116787169308434433,2019-04-12 19:36:24,3,0,"@MatthewCaricofe There's always time for a second chance. Have you downloaded our mobile app? If so, DM us your ema… https://t.co/o44ZsEUa9u"
1116784711936937985,2019-04-12 19:26:38,11,0,@JLDthegreat it's too late
1116784206313598976,2019-04-12 19:24:38,3,0,@kissedbyfiree Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116783758575906816,2019-04-12 19:22:51,3,0,@poppunknight That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1116778527221850112,2019-04-12 19:02:04,32,1,@CheapSimpleLvng @DoorDash Honestly feels like that sometimes.
1116776458343591953,2019-04-12 18:53:51,12,0,@one_edds_twit @DoorDash you are following us
1116775311042019329,2019-04-12 18:49:17,21,1,@Bkoogs2023 should do that anyway
1116775243916427264,2019-04-12 18:49:01,20,0,@PvTypical @DoorDash Same tho
1116775176434221057,2019-04-12 18:48:45,6,0,"@SD_Bengal_FAN @DoorDash Spicy Chicken Sandwich for a little fire, Frosty for the ice. Seems fitting"
1116773889533599746,2019-04-12 18:43:38,23,0,@samstiger12 @DoorDash sure
1116773856662962177,2019-04-12 18:43:30,20,0,@Butler_Brookz @DoorDash Cool cool
1116773822416470016,2019-04-12 18:43:22,16,0,@minecraftrubys1 @DoorDash Hi
1116773778954940422,2019-04-12 18:43:12,33,0,@IEATCOOKIES69 @DoorDash we do sell cookies
1116773718599008257,2019-04-12 18:42:57,50,7,@TheMermaidMagic @DoorDash oof
1116773613783224320,2019-04-12 18:42:32,13,0,@PvTypical @DoorDash nice
1116773427929649152,2019-04-12 18:41:48,43,0,@gaypotato18 @DoorDash bet you won't
1116773354575417345,2019-04-12 18:41:31,44,0,@RabSoar @DoorDash sometimes yeah
1116772986005131265,2019-04-12 18:40:03,1,0,"@ArmaniLeeD Thanks for the love! Have you downloaded our mobile app? If you have, send us a DM with your email so w… https://t.co/BS64LLJ9n9"
1116772596446629889,2019-04-12 18:38:30,2326,104,"Sure, you’re gonna watch the throne this Sunday, but you can’t eat every freakin’ chicken in the place without some… https://t.co/myzjxX50Ne"
1116768869048311808,2019-04-12 18:23:41,129,2,@Panic_NYC @NBCBlacklist that's pam
1116766590001917952,2019-04-12 18:14:38,11,1,@Raamiz_Farooqui Hardy title win maybe?
1116766239626539008,2019-04-12 18:13:14,5,0,@Raamiz_Farooqui yeah
1116766084814790657,2019-04-12 18:12:37,18,2,@Harryson666420 This is when the fun begins.
1116765624938696704,2019-04-12 18:10:48,6,0,@litty_pug no
1116765225888432134,2019-04-12 18:09:13,14,0,@KingGoj1 😍😍😍😍
1116763916711923713,2019-04-12 18:04:00,65,2,"@Shoulder_Shot I'll try spinning, that's a good trick."
1116762229406425088,2019-04-12 17:57:18,56,4,@RyanDtwd We will watch your career with great interest.
1116760720274673664,2019-04-12 17:51:18,53,1,@HayesHardin14 Count Dooku has trained me in your Jedi arts.
1116760473112862723,2019-04-12 17:50:19,41,1,@mini_cry_ @The_Great_Zoink [lunges while screeching]
1116760302299774976,2019-04-12 17:49:39,4,0,@SpiderShatterin That movie should also be amazing tho
1116760083067744258,2019-04-12 17:48:46,14,0,"@shyneboikash Order accuracy issues are maddening! DM us with info on this location, along with your number, and we'll make it up to you."
1116759451955073024,2019-04-12 17:46:16,2,0,@Savageville_YT We're sorry you left disappointed! Can you DM us the address of your visit and your phone number? W… https://t.co/tXeCyj6SbO
1116758699744190464,2019-04-12 17:43:17,2,0,"@jelanilucas That's not okay. Please DM us with the address of this location, along with your phone number, and we'll make it up to you."
1116758427554816003,2019-04-12 17:42:12,222,5,@multidolfan too soon
1116758379899256833,2019-04-12 17:42:00,38,0,@mini_cry_ @The_Great_Zoink The senate will decide your fate.
1116758151519506439,2019-04-12 17:41:06,6,0,@AlecGorra Do it.
1116758080211935233,2019-04-12 17:40:49,65,1,@chcardin May the force be with you
1116758016815259651,2019-04-12 17:40:34,9,0,@LawdStrudelBF @noobde It isn't.
1116757906609836034,2019-04-12 17:40:07,1,0,@SpiderShatterin So which one of those has a trailer
1116757820731301888,2019-04-12 17:39:47,3,0,@ExtremePTSD Hello There
1116757761172180993,2019-04-12 17:39:33,97,1,@francislabelle Booooooooooooooooo
1116757616020066305,2019-04-12 17:38:58,3,0,@shapiro_soldier Like a velociraptor. Don't they teach this stuff in school anymore?
1116757577302511617,2019-04-12 17:38:49,2,0,"@BradyIves We'll be waiting! Have you downloaded our app? if you have, DM us your email address so we can push you… https://t.co/4OBzEHQgYu"
1116757415473623045,2019-04-12 17:38:10,2,0,"@maybeishouldtry No, just no"
1116757356841320450,2019-04-12 17:37:56,4,0,"@AlecGorra Check trends, watch trailer, get hyped"
1116757268605755393,2019-04-12 17:37:35,44,1,@zZohto it's perfect
1116757209197760512,2019-04-12 17:37:21,393,17,@samltiskewl This is where the fun begins
1116757173109915654,2019-04-12 17:37:13,8,0,@_breakofdawn_ Hello There
1116757112028164096,2019-04-12 17:36:58,371,23,@Zektis_xix I AM THE SENATE
1116757077714558976,2019-04-12 17:36:50,439,13,@Lemon_McBoss I will make it legal
1116756994482769922,2019-04-12 17:36:30,21,0,@andddsprite ok
1116756925335650305,2019-04-12 17:36:13,253,9,"@g3n3ricus3rname A surprise to be sure, but a welcome one."
1116756865470222336,2019-04-12 17:35:59,17,0,@BryceBlack18 nope
1116756805097365504,2019-04-12 17:35:45,1,0,"@SpiderShatterin just check the trends, watch the trailer, get hyped"
1116756711820361733,2019-04-12 17:35:23,160,2,@RGameplayXtreme [maniacal laughing]
1116756595138895877,2019-04-12 17:34:55,45,1,@Nicholas1Winter Yes
1116756559315578882,2019-04-12 17:34:46,2,1,@Kazmix2Yt Can't spell Wendy's without it
1116756508392476677,2019-04-12 17:34:34,68,0,@Rhaviolio Nice! See you soon
1116756463865749509,2019-04-12 17:34:23,108,8,@zachary_crane I AM THE SENATE
1116756389156855808,2019-04-12 17:34:06,4,1,@zoe_o22 Hi
1116756356256505856,2019-04-12 17:33:58,61,5,@PulseLiveTTV Hello There
1116756218884706304,2019-04-12 17:33:25,503,12,@ElevateMao Goooooood. Gooooooooooood.
1116756156683153408,2019-04-12 17:33:10,107,0,@TonyTalarigo18 y's
1116756109715361792,2019-04-12 17:32:59,25,0,"@DarknessTurkey ummm, neither?"
1116756061732638720,2019-04-12 17:32:48,64,0,@The2econdChance Yeah but that's already sort of a thing
1116755987917082625,2019-04-12 17:32:30,21,1,@IncorrectOwatch lol
1116755925635780610,2019-04-12 17:32:15,81,5,@Nukeemhigh57 It's not a story a Jedi would tell you.
1116755730927771648,2019-04-12 17:31:29,41,0,@drdabrx gotta change that
1116755686413615105,2019-04-12 17:31:18,109,1,@mattdude255 Us.
1116755601500012545,2019-04-12 17:30:58,50,1,@420cloutGOD no
1116755554700017664,2019-04-12 17:30:47,126,1,@emanthesjw YOU WERE SUPPOSED TO BE MY FRIEND
1116755402245283840,2019-04-12 17:30:10,174,6,@BrandonBMore02 we are a restaurant
1116754955489009665,2019-04-12 17:28:24,117,2,@madeejs I will make it legal
1116754909041324033,2019-04-12 17:28:13,756,41,@LiteralDiego General Kenobi
1116754861134098432,2019-04-12 17:28:01,0,0,@OnlyALittleOdd_ Sorry to see this! DM us with info on this location. We'll make sure this is addressed.
1116754838119952390,2019-04-12 17:27:56,305,1,@AngelTheDevilaf endy's
1116754733694377985,2019-04-12 17:27:31,8628,1092,Unbe-sheev-able
1116754059678113797,2019-04-12 17:24:50,0,0,@MarathonChan We certainly don’t like to hear that. Can you DM us the address of your visit and your phone number?… https://t.co/oyAa0OOpOH
1116752144747630592,2019-04-12 17:17:14,0,0,"@Bleekerboy Oh no! Please DM us with info on this location, along with your number, and we'll make it up to you."
1116749950073831424,2019-04-12 17:08:30,1,0,"@morganbaltzer That's not okay. Please DM us with the address of this location, along with your phone number, and we'll make it up to you."
1116749688164823045,2019-04-12 17:07:28,18,0,@allieprieboy @MissJoelleBrown 😍😍😍😍😍
1116746722812862465,2019-04-12 16:55:41,1,0,@iamevanclark same
1116745675293765633,2019-04-12 16:51:31,387,4,@captaintoshiro9 @Xbox It's a meme friend
1116738088980688897,2019-04-12 16:21:23,2,0,@BaeSideZack Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116731067300343808,2019-04-12 15:53:28,2,0,"@jstarkey27 There's always time for a second chance. Have you downloaded our mobile app? If so, DM us your email ad… https://t.co/ZqIClw4hZ7"
1116730981006958594,2019-04-12 15:53:08,2626,140,@Xbox Wait. That's Illegal.
1116726843678371841,2019-04-12 15:36:41,75,2,@squoosetiel Dang.
1116724065186852864,2019-04-12 15:25:39,10,0,"@Rashad30102 This isn’t the quality we’d expect. Please DM us with info on this location, along with your number, a… https://t.co/iZaVbpypKN"
1116723754170822656,2019-04-12 15:24:25,2,0,@aktftae That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116722031138156544,2019-04-12 15:17:34,7,0,@meg_harv This is also very fake
1116721527733608448,2019-04-12 15:15:34,0,0,@aubrieduhhhhh We're sorry to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116721425132478467,2019-04-12 15:15:10,0,0,@sheeyah_pet That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1116720486673788929,2019-04-12 15:11:26,76,1,@squoosetiel At least this is a new take on it. Please buy Frosty.
1116719642876227585,2019-04-12 15:08:05,18,0,@higherstarrysky @Xbox cool cool cool
1116719428375318529,2019-04-12 15:07:14,10,0,@BentleysBowties later
1116719369046962177,2019-04-12 15:06:59,129,4,@squoosetiel At no point are we hiding that we're a company. Please buy cheeseburger.
1116714996652806145,2019-04-12 14:49:37,1,0,"@bowler_vogel Thanks for the love! Have you downloaded our mobile app? If you have, send us a DM with your email so… https://t.co/Rn5sDJUZZI"
1116712434969075715,2019-04-12 14:39:26,2,0,@15Tacopanda my grandfather's daughter
1116712323241189376,2019-04-12 14:39:00,6,0,@Frankiieee07 rad
1116712256182603776,2019-04-12 14:38:44,0,0,@kayagorzan They're great
1116711827411488769,2019-04-12 14:37:01,1,0,@tenaciousdaphne We're sorry to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116711781483806720,2019-04-12 14:36:50,0,0,"@WinChester7337 We'll be waiting! Do you have our mobile app yet? If so, DM us your email so we can push you some o… https://t.co/Xm7f3txTfH"
1116709671006613504,2019-04-12 14:28:27,3,0,@15Tacopanda My mom's dad
1116701925553078279,2019-04-12 13:57:41,0,0,@brrianaaa Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116514938305036290,2019-04-12 01:34:39,3,0,@_chelstaylor_ That doesn't look right! Please DM us the restaurant location and your phone # so we can look into this further. Thanks!
1116514500444860417,2019-04-12 01:32:55,8,0,@Deodexed_Soul That's not okay! Could you please DM us the restaurant location and your contact information so we c… https://t.co/8sg4jH1JoH
1116513139460382721,2019-04-12 01:27:30,0,0,@AukinPonii69 That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1116510215837556736,2019-04-12 01:15:53,2,0,@Calliana13 This isn't the service we expect. Please DM us with the location and your contact info so we can look into this further.
1116508071264649216,2019-04-12 01:07:22,0,0,@erglecramm That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1116507666363318272,2019-04-12 01:05:46,0,0,@painprooflucky That doesn't look right! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116507444614713344,2019-04-12 01:04:53,8,0,@MeetRomen That is wonderful to hear! Can you provide us with the address of the restaurant you visited? We'd love… https://t.co/zIJwAKvXPm
1116500260900282368,2019-04-12 00:36:20,1,0,@JiggilyMods That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1116489139300511744,2019-04-11 23:52:08,8625,761,@Xbox Halo.
1116487324513312773,2019-04-11 23:44:56,14,1,@DJBonics Not planning on it
1116481680464912384,2019-04-11 23:22:30,3,0,@twitchhelpme That's not okay! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116476163206144000,2019-04-11 23:00:35,3,0,@BlessThisBish Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116469348800114698,2019-04-11 22:33:30,1,0,@Fly044 That’s too long to wait! Can you DM us the address of your visit and your phone number so we can make this up to you?
1116468758149726213,2019-04-11 22:31:09,1,0,@ubzerver Thanks for that info Chris. Would you like a follow up contact from the senior management team at that lo… https://t.co/d0oBOeoQOC
1116468644853223425,2019-04-11 22:30:42,1,0,"@duttygoldie We’d love to make this right. DM us with info on this location, along with your number, and we'll make it up to you."
1116468512703287297,2019-04-11 22:30:11,0,0,"@harmonicmama Oh no! Please DM us with info on this location, along with your number, and we'll make it up to you."
1116467493038641153,2019-04-11 22:26:07,0,0,@kkaaylana We're sorry you left disappointed! Can you DM us the address of your visit and your phone number? We’d l… https://t.co/lSCIt4hEud
1116454706312773632,2019-04-11 21:35:19,2,0,@estevens1116 Oh no! Can you DM us the address of your visit and your phone number? We'd love to make this right.
1116454311972589568,2019-04-11 21:33:45,0,0,"@barkmutler That's not okay. Please DM us with the address of this location, along with your phone number, and we'll make it up to you."
1116446791627616258,2019-04-11 21:03:52,1,0,"@TheReal_Corey_D Hey Kordell, That’s not the quality we expect from our restaurants. Can you DM us the full address… https://t.co/jbDp03e34Y"
1116438525929492480,2019-04-11 20:31:01,1,0,"@MissDezzyD Oh no! Please DM us with info on this location, along with your number, and we'll make it up to you."
1116438412133830657,2019-04-11 20:30:34,2,0,"@CoachGee23 That's not okay. Please DM us with the address of this location, along with your phone number, and we'll make it up to you."
1116431107199836160,2019-04-11 20:01:32,9,0,@Epsilon770 This isn't the service we expect. Please DM us with the location and your contact info so we can look into this further.
1116430107554603019,2019-04-11 19:57:34,73,1,@Iilxskies maybe
1116428221212438528,2019-04-11 19:50:04,18,0,@zophyia not yet
1116426870583590912,2019-04-11 19:44:42,10,0,@its_aquah Biggie Bag in the drive thru
1116424945645576194,2019-04-11 19:37:03,2,0,@ephemeralquiet We're disappointed to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116424795208417282,2019-04-11 19:36:28,0,0,@heyitsmerob This isn't the service we expect. Please DM us with the location and your contact info so we can look into this further.
1116424201223720961,2019-04-11 19:34:06,1,0,@JRFess92 We're disappointed to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116421502176583680,2019-04-11 19:23:22,1,0,@yesicanievess Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116419438973210625,2019-04-11 19:15:10,6,0,@brittfillingim @FondeElementary @MrsCarterFONDE @empowermcpss @BrackinsKesha @ThreadgillMCPSS Way to go!
1116417627621134336,2019-04-11 19:07:59,59,2,@lemonheadddz feel free to dip off our timeline whenever
1116417360594984960,2019-04-11 19:06:55,3,0,"@Winter4170 Eat up, and good luck on your finals."
1116412907103883266,2019-04-11 18:49:13,26,1,@Lauraa__20 always
1116412863109902337,2019-04-11 18:49:03,151,8,"@FlankeVEVO When you do something right, people tend to follow your lead"
1116412056914284551,2019-04-11 18:45:50,18,2,@IFeelGo87983929 *when someone asks if we respect people that like their own tweets
1116411581586464768,2019-04-11 18:43:57,312,2,@deJessias_ my actual school photo
1116408295512858625,2019-04-11 18:30:54,5,1,"@ColeBridges19 good luck aiming that clunky beast, chief"
1116396291519668224,2019-04-11 17:43:12,109,12,@faintlyglowing AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA… https://t.co/kMEoj1usT0
1116395608875646976,2019-04-11 17:40:29,3,0,"@comfy_habits number one song as this is being typed. So yes, very behind on trends. thank you"
1116392682119684097,2019-04-11 17:28:51,151,3,@UziGutierrez We'll let you know when we need your approval
1116387127682531329,2019-04-11 17:06:47,5,0,@haungry This is a thing of beauty
1116381269246533633,2019-04-11 16:43:30,2,0,@KateWri19253753 That's not okay! Please DM us the restaurant location and your phone # so we can look into this. Thanks!
1116380584857743360,2019-04-11 16:40:47,0,0,@pitycrybabycry We're sorry to hear that! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116380383799595008,2019-04-11 16:39:59,1,0,@_CinemAnna Oh no! Please DM us the restaurant location and your phone # so we can make this right. Thanks!
1116376619453747201,2019-04-11 16:25:02,47,1,@ErisS1092 Thank you! 😍😍😍😉😘
1116376481243045890,2019-04-11 16:24:29,396,2,@MikeMine2002 yawn
1116375509800243200,2019-04-11 16:20:37,1,0,@Samantha_Dawn94 The BEST!
1116370808711143424,2019-04-11 16:01:56,28,1,@MaidB0pperz spicy goodness
1116369181912502272,2019-04-11 15:55:28,3,0,"@NickisBarbiana That's not okay. Please DM us with the address of this location, along with your phone number, and we'll make it up to you."
1116366136663318530,2019-04-11 15:43:22,197,1,@Arabassassin11 I'm looking at them in the reflection of this screen
1116363090583531520,2019-04-11 15:31:16,5,0,@dumbcuntx You try DoorDash?
1116362631013703680,2019-04-11 15:29:26,2428,116,@captain_jackmo *every time someone clicks your profile.
1116362521169072132,2019-04-11 15:29:00,37,0,@DylanSnaidero Somebody
1116362410225434624,2019-04-11 15:28:34,4,0,@jhnrxdriguez maybe one day
1116362208945102849,2019-04-11 15:27:46,11,0,@KamilFirma We're only there because someone you follow put us there. Fixing that problem is on you.
1116362154586845184,2019-04-11 15:27:33,2,0,"@tayyrae93 We're disappointed to hear this! Can you DM us with the exact location of your visit, along with your co… https://t.co/82ZJcRC9rf"
1116362023464525824,2019-04-11 15:27:02,142,3,@L3gendarynigian you did it. the most creative and original tweet ever. congrats
1116358647293063169,2019-04-11 15:13:37,2,0,@Char_Penny23 See you soon!
1116358515399041025,2019-04-11 15:13:05,1205,20,"@rosiemerante the number one song in the country isn't a dead meme, but thanks for playing"
1116358325560578048,2019-04-11 15:12:20,851,10,"@BigGayKayla cool, later"
1116357079424483329,2019-04-11 15:07:23,1,0,@Zayne96282720 Nice
1116356555551793152,2019-04-11 15:05:18,56,0,@mrsmomlife 😉😘
1116356488333799428,2019-04-11 15:05:02,2,0,@denzelquallsfsu come through
1116356293068034048,2019-04-11 15:04:15,29,1,@uglywetsock 😉
1116356098653659136,2019-04-11 15:03:29,10,0,"@AverageHomieJos *lights go out
*loud bell chimes"
1116355940675194881,2019-04-11 15:02:51,433,7,@geogodzilla124 congrats on your overwhelming originality
1116355487145058309,2019-04-11 15:01:03,14,4,"@CBC_DankyDoo we shouldn't be forced to live in a timeline with so many whiners, but here we are"
1116355288553201669,2019-04-11 15:00:16,95,1,@SitkaTheWuff how creative of you to be the first person to ever tweet this. be very proud of yourself
1116354888437501952,2019-04-11 14:58:40,1,0,@ragiibo We certainly don’t like to hear that! Please DM us the restaurant location and your phone number so we can make this right.
1116353278701445121,2019-04-11 14:52:17,6,2,@ElChungusGrande @Twisted_xCobra Thanks Chungus using normie
1116353186275762177,2019-04-11 14:51:55,2,0,@curtspike13 That's a lot of food
1116353078201069569,2019-04-11 14:51:29,11,0,@immaboss720 wrong
1116353022823628801,2019-04-11 14:51:16,33,1,@StayFr02ty do not do that
1116352383293042689,2019-04-11 14:48:43,5,0,@spiderisezr what chameleons?
1116352317903843328,2019-04-11 14:48:28,34,0,@MiyukiHime04 @MamaFujo Good one. Come up with that all by yourself?
1116351287463956489,2019-04-11 14:44:22,20,0,@Alekzander_Leib WHO CARES
1116351192345530368,2019-04-11 14:43:59,23,0,@Ricardo46371743 Yes. All major companies do.
1116349357484331008,2019-04-11 14:36:42,7,0,@xXspychickenXx for the lulz mostly
1116349258997927938,2019-04-11 14:36:18,40,0,@EliVanceGaming log off
1116348718448566272,2019-04-11 14:34:09,135,4,@emmamarielyon Only if you're the haw to my yee
1116348569936646144,2019-04-11 14:33:34,206,1,"@imAdjourned silence, bland"
1116346783544692736,2019-04-11 14:26:28,0,20622,"RT @LilNasX: 4 fo 4 attached! 

     |   👀   |
    \     👅   /
 ____| |____
/        ✊__/
\_✊ https://t.co/UwHi0ohB0z"
1116207642068828160,2019-04-11 05:13:34,6,0,"@landomagic28 We’re sorry that happened. Can you DM us with the address of your visit, along with your phone number… https://t.co/rkNw5ENwxH"
1116203808181374977,2019-04-11 04:58:20,419,5,@500daysofmaggie You nailed it. That’s what this is. Thanks for keeping up to date for us.
1116203623447502854,2019-04-11 04:57:36,22,0,"@imSKuhlane Silence, bland"
